phase,mode,task_id,domain,batch,subject,target_relation,expected,actual,reasoning_mode,correct,faithful,support,retrieval_score,elapsed_ms
Batch 3 RCA after replay,hybrid,external_geo_t001,external_geo_kgqa,External Geo KGQA,India,CAPITAL_CONTINENT,Asia,Asia,vector_retrieved_then_symbolically_verified,True,True,India --HAS_CAPITAL--> New Delhi; New Delhi --LOCATED_IN--> Asia,0.5171,0.5569999921135604
Batch 3 RCA after replay,hybrid,external_geo_t002,external_geo_kgqa,External Geo KGQA,France,CAPITAL_CONTINENT,Europe,Europe,vector_retrieved_then_symbolically_verified,True,True,France --HAS_CAPITAL--> Paris; Paris --LOCATED_IN--> Europe,0.4951,0.5440839740913361
Batch 3 RCA after replay,hybrid,external_geo_t003,external_geo_kgqa,External Geo KGQA,Japan,CAPITAL_CONTINENT,Asia,Asia,vector_retrieved_then_symbolically_verified,True,True,Japan --HAS_CAPITAL--> Tokyo; Tokyo --LOCATED_IN--> Asia,0.5034,0.5473750061355531
Batch 3 RCA after replay,hybrid,external_geo_t004,external_geo_kgqa,External Geo KGQA,Canada,CAPITAL_CONTINENT,North America,North America,vector_retrieved_then_symbolically_verified,True,True,Canada --HAS_CAPITAL--> Ottawa; Ottawa --LOCATED_IN--> North America,0.4941,0.5455419886857271
Batch 3 RCA after replay,hybrid,external_geo_t005,external_geo_kgqa,External Geo KGQA,Brazil,CAPITAL_CONTINENT,South America,South America,vector_retrieved_then_symbolically_verified,True,True,Brazil --HAS_CAPITAL--> Brasilia; Brasilia --LOCATED_IN--> South America,0.5073,0.5440000095404685
Batch 3 RCA after replay,hybrid,external_geo_t006,external_geo_kgqa,External Geo KGQA,Egypt,CAPITAL_CONTINENT,Africa,Africa,vector_retrieved_then_symbolically_verified,True,True,Egypt --HAS_CAPITAL--> Cairo; Cairo --LOCATED_IN--> Africa,0.5,0.5549579800572246
Batch 3 RCA after replay,hybrid,external_geo_t007,external_geo_kgqa,External Geo KGQA,Australia,CAPITAL_CONTINENT,Oceania,Oceania,vector_retrieved_then_symbolically_verified,True,True,Australia --HAS_CAPITAL--> Canberra; Canberra --LOCATED_IN--> Oceania,0.5112,0.5439170054160058
Batch 3 RCA after replay,hybrid,external_geo_t008,external_geo_kgqa,External Geo KGQA,United States,CAPITAL_CONTINENT,North America,North America,vector_retrieved_then_symbolically_verified,True,True,United States --HAS_CAPITAL--> Washington DC; Washington DC --LOCATED_IN--> North America,0.4854,0.5497079982887954
Batch 3 RCA after replay,hybrid,external_geo_t009,external_geo_kgqa,External Geo KGQA,Germany,CAPITAL_CONTINENT,Europe,Europe,vector_retrieved_then_symbolically_verified,True,True,Germany --HAS_CAPITAL--> Berlin; Berlin --LOCATED_IN--> Europe,0.4814,0.5590830114670098
Batch 3 RCA after replay,hybrid,external_geo_t010,external_geo_kgqa,External Geo KGQA,Kenya,CAPITAL_CONTINENT,Africa,Africa,vector_retrieved_then_symbolically_verified,True,True,Kenya --HAS_CAPITAL--> Nairobi; Nairobi --LOCATED_IN--> Africa,0.5112,0.5431250028777868
Batch 3 RCA after replay,hybrid,external_geo_t011,external_geo_kgqa,External Geo KGQA,Mexico,CAPITAL_CONTINENT,North America,North America,vector_retrieved_then_symbolically_verified,True,True,Mexico --HAS_CAPITAL--> Mexico City; Mexico City --LOCATED_IN--> North America,0.4946,0.5459999956656247
Batch 3 RCA after replay,hybrid,external_geo_t012,external_geo_kgqa,External Geo KGQA,Argentina,CAPITAL_CONTINENT,South America,South America,vector_retrieved_then_symbolically_verified,True,True,Argentina --HAS_CAPITAL--> Buenos Aires; Buenos Aires --LOCATED_IN--> South America,0.4946,0.5444579874165356
Batch 3 RCA after replay,hybrid,external_geo_t013,external_geo_kgqa,External Geo KGQA,South Korea,CAPITAL_CONTINENT,Asia,Asia,vector_retrieved_then_symbolically_verified,True,True,South Korea --HAS_CAPITAL--> Seoul; Seoul --LOCATED_IN--> Asia,0.5107,0.5464999994728714
Batch 3 RCA after replay,hybrid,external_geo_t014,external_geo_kgqa,External Geo KGQA,Italy,CAPITAL_CONTINENT,Europe,Europe,vector_retrieved_then_symbolically_verified,True,True,Italy --HAS_CAPITAL--> Rome; Rome --LOCATED_IN--> Europe,0.5283,0.5472500051837415
Batch 3 RCA after replay,hybrid,external_geo_t015,external_geo_kgqa,External Geo KGQA,Nigeria,CAPITAL_CONTINENT,Africa,Africa,vector_retrieved_then_symbolically_verified,True,True,Nigeria --HAS_CAPITAL--> Abuja; Abuja --LOCATED_IN--> Africa,0.5244,0.5448749870993197
Batch 3 RCA after replay,hybrid,math_t1,math,Batch 2 Math,math_problem_x_plus_2_eq_5,HAS_SOLUTION,x_equals_3,x_equals_3,vector_retrieved_then_symbolically_verified,True,True,math_problem_x_plus_2_eq_5 --HAS_EQUATION--> equation_x_plus_2_eq_5; equation_x_plus_2_eq_5 --EQUATION_SOLVES_TO--> x_equals_3,0.5181,0.5492079944815487
Batch 3 RCA after replay,hybrid,math_t2,math,Batch 2 Math,math_problem_2x_eq_10,HAS_SOLUTION,x_equals_5,x_equals_5,vector_retrieved_then_symbolically_verified,True,True,math_problem_2x_eq_10 --HAS_EQUATION--> equation_2x_eq_10; equation_2x_eq_10 --EQUATION_SOLVES_TO--> x_equals_5,0.5044,0.5498749960679561
Batch 3 RCA after replay,hybrid,math_t3,math,Batch 2 Math,math_problem_x_minus_4_eq_2,HAS_SOLUTION,x_equals_6,x_equals_6,vector_retrieved_then_symbolically_verified,True,True,math_problem_x_minus_4_eq_2 --HAS_EQUATION--> equation_x_minus_4_eq_2; equation_x_minus_4_eq_2 --EQUATION_SOLVES_TO--> x_equals_6,0.4844,0.5451669858302921
Batch 3 RCA after replay,hybrid,rca_t1,rca,Batch 3 RCA,incident_checkout_latency,HAS_ROOT_CAUSE,cause_database_bottleneck,cause_database_bottleneck,vector_retrieved_then_symbolically_verified,True,True,incident_checkout_latency --HAS_SIGNAL--> signal_db_cpu_spike; signal_db_cpu_spike --SIGNAL_POINTS_TO--> cause_database_bottleneck,0.502,0.5470420001074672
Batch 3 RCA after replay,hybrid,rca_t2,rca,Batch 3 RCA,incident_api_errors,HAS_ROOT_CAUSE,cause_auth_service_degradation,cause_auth_service_degradation,vector_retrieved_then_symbolically_verified,True,True,incident_api_errors --HAS_SIGNAL--> signal_auth_timeout; signal_auth_timeout --SIGNAL_POINTS_TO--> cause_auth_service_degradation,0.4858,0.5433750047814101
Batch 3 RCA after replay,hybrid,rca_t3,rca,Batch 3 RCA,incident_payment_failures,HAS_ROOT_CAUSE,cause_payment_gateway_outage,cause_payment_gateway_outage,vector_retrieved_then_symbolically_verified,True,True,incident_payment_failures --HAS_SIGNAL--> signal_gateway_5xx; signal_gateway_5xx --SIGNAL_POINTS_TO--> cause_payment_gateway_outage,0.5005,0.5472500051837415
Batch 3 RCA after replay,graph_only,external_geo_t001,external_geo_kgqa,External Geo KGQA,India,CAPITAL_CONTINENT,Asia,Asia,graph_only,True,True,India --HAS_CAPITAL--> New Delhi; New Delhi --LOCATED_IN--> Asia,0.0,0.007499998901039362
Batch 3 RCA after replay,graph_only,external_geo_t002,external_geo_kgqa,External Geo KGQA,France,CAPITAL_CONTINENT,Europe,Europe,graph_only,True,True,France --HAS_CAPITAL--> Paris; Paris --LOCATED_IN--> Europe,0.0,0.005374982720240951
Batch 3 RCA after replay,graph_only,external_geo_t003,external_geo_kgqa,External Geo KGQA,Japan,CAPITAL_CONTINENT,Asia,Asia,graph_only,True,True,Japan --HAS_CAPITAL--> Tokyo; Tokyo --LOCATED_IN--> Asia,0.0,0.004750007065013051
Batch 3 RCA after replay,graph_only,external_geo_t004,external_geo_kgqa,External Geo KGQA,Canada,CAPITAL_CONTINENT,North America,North America,graph_only,True,True,Canada --HAS_CAPITAL--> Ottawa; Ottawa --LOCATED_IN--> North America,0.0,0.0043749751057475805
Batch 3 RCA after replay,graph_only,external_geo_t005,external_geo_kgqa,External Geo KGQA,Brazil,CAPITAL_CONTINENT,South America,South America,graph_only,True,True,Brazil --HAS_CAPITAL--> Brasilia; Brasilia --LOCATED_IN--> South America,0.0,0.004250003257766366
Batch 3 RCA after replay,graph_only,external_geo_t006,external_geo_kgqa,External Geo KGQA,Egypt,CAPITAL_CONTINENT,Africa,Africa,graph_only,True,True,Egypt --HAS_CAPITAL--> Cairo; Cairo --LOCATED_IN--> Africa,0.0,0.004375004209578037
Batch 3 RCA after replay,graph_only,external_geo_t007,external_geo_kgqa,External Geo KGQA,Australia,CAPITAL_CONTINENT,Oceania,Oceania,graph_only,True,True,Australia --HAS_CAPITAL--> Canberra; Canberra --LOCATED_IN--> Oceania,0.0,0.004208006430417299
Batch 3 RCA after replay,graph_only,external_geo_t008,external_geo_kgqa,External Geo KGQA,United States,CAPITAL_CONTINENT,North America,North America,graph_only,True,True,United States --HAS_CAPITAL--> Washington DC; Washington DC --LOCATED_IN--> North America,0.0,0.004208006430417299
Batch 3 RCA after replay,graph_only,external_geo_t009,external_geo_kgqa,External Geo KGQA,Germany,CAPITAL_CONTINENT,Europe,Europe,graph_only,True,True,Germany --HAS_CAPITAL--> Berlin; Berlin --LOCATED_IN--> Europe,0.0,0.0045000051613897085
Batch 3 RCA after replay,graph_only,external_geo_t010,external_geo_kgqa,External Geo KGQA,Kenya,CAPITAL_CONTINENT,Africa,Africa,graph_only,True,True,Kenya --HAS_CAPITAL--> Nairobi; Nairobi --LOCATED_IN--> Africa,0.0,0.004250003257766366
Batch 3 RCA after replay,graph_only,external_geo_t011,external_geo_kgqa,External Geo KGQA,Mexico,CAPITAL_CONTINENT,North America,North America,graph_only,True,True,Mexico --HAS_CAPITAL--> Mexico City; Mexico City --LOCATED_IN--> North America,0.0,0.004125002305954695
Batch 3 RCA after replay,graph_only,external_geo_t012,external_geo_kgqa,External Geo KGQA,Argentina,CAPITAL_CONTINENT,South America,South America,graph_only,True,True,Argentina --HAS_CAPITAL--> Buenos Aires; Buenos Aires --LOCATED_IN--> South America,0.0,0.00391600769944489
Batch 3 RCA after replay,graph_only,external_geo_t013,external_geo_kgqa,External Geo KGQA,South Korea,CAPITAL_CONTINENT,Asia,Asia,graph_only,True,True,South Korea --HAS_CAPITAL--> Seoul; Seoul --LOCATED_IN--> Asia,0.0,0.0040000013541430235
Batch 3 RCA after replay,graph_only,external_geo_t014,external_geo_kgqa,External Geo KGQA,Italy,CAPITAL_CONTINENT,Europe,Europe,graph_only,True,True,Italy --HAS_CAPITAL--> Rome; Rome --LOCATED_IN--> Europe,0.0,0.004125002305954695
Batch 3 RCA after replay,graph_only,external_geo_t015,external_geo_kgqa,External Geo KGQA,Nigeria,CAPITAL_CONTINENT,Africa,Africa,graph_only,True,True,Nigeria --HAS_CAPITAL--> Abuja; Abuja --LOCATED_IN--> Africa,0.0,0.004332978278398514
Batch 3 RCA after replay,graph_only,math_t1,math,Batch 2 Math,math_problem_x_plus_2_eq_5,HAS_SOLUTION,x_equals_3,x_equals_3,graph_only,True,True,math_problem_x_plus_2_eq_5 --HAS_EQUATION--> equation_x_plus_2_eq_5; equation_x_plus_2_eq_5 --EQUATION_SOLVES_TO--> x_equals_3,0.0,0.0050000089686363935
Batch 3 RCA after replay,graph_only,math_t2,math,Batch 2 Math,math_problem_2x_eq_10,HAS_SOLUTION,x_equals_5,x_equals_5,graph_only,True,True,math_problem_2x_eq_10 --HAS_EQUATION--> equation_2x_eq_10; equation_2x_eq_10 --EQUATION_SOLVES_TO--> x_equals_5,0.0,0.0038750004023313522
Batch 3 RCA after replay,graph_only,math_t3,math,Batch 2 Math,math_problem_x_minus_4_eq_2,HAS_SOLUTION,x_equals_6,x_equals_6,graph_only,True,True,math_problem_x_minus_4_eq_2 --HAS_EQUATION--> equation_x_minus_4_eq_2; equation_x_minus_4_eq_2 --EQUATION_SOLVES_TO--> x_equals_6,0.0,0.0036249984987080097
Batch 3 RCA after replay,graph_only,rca_t1,rca,Batch 3 RCA,incident_checkout_latency,HAS_ROOT_CAUSE,cause_database_bottleneck,cause_database_bottleneck,graph_only,True,True,incident_checkout_latency --HAS_SIGNAL--> signal_db_cpu_spike; signal_db_cpu_spike --SIGNAL_POINTS_TO--> cause_database_bottleneck,0.0,0.003834022209048271
Batch 3 RCA after replay,graph_only,rca_t2,rca,Batch 3 RCA,incident_api_errors,HAS_ROOT_CAUSE,cause_auth_service_degradation,cause_auth_service_degradation,graph_only,True,True,incident_api_errors --HAS_SIGNAL--> signal_auth_timeout; signal_auth_timeout --SIGNAL_POINTS_TO--> cause_auth_service_degradation,0.0,0.0036249984987080097
Batch 3 RCA after replay,graph_only,rca_t3,rca,Batch 3 RCA,incident_payment_failures,HAS_ROOT_CAUSE,cause_payment_gateway_outage,cause_payment_gateway_outage,graph_only,True,True,incident_payment_failures --HAS_SIGNAL--> signal_gateway_5xx; signal_gateway_5xx --SIGNAL_POINTS_TO--> cause_payment_gateway_outage,0.0,0.003667024429887533
Batch 3 RCA after replay,vector_only,external_geo_t001,external_geo_kgqa,External Geo KGQA,India,CAPITAL_CONTINENT,Asia,Asia,vector_only_unverified,True,False,retrieved:India-CAPITAL_CONTINENT-Asia,0.5171,0.5635830166283995
Batch 3 RCA after replay,vector_only,external_geo_t002,external_geo_kgqa,External Geo KGQA,France,CAPITAL_CONTINENT,Europe,Europe,vector_only_unverified,True,False,retrieved:France-CAPITAL_CONTINENT-Europe,0.4951,0.560665997909382
Batch 3 RCA after replay,vector_only,external_geo_t003,external_geo_kgqa,External Geo KGQA,Japan,CAPITAL_CONTINENT,Asia,Asia,vector_only_unverified,True,False,retrieved:Japan-CAPITAL_CONTINENT-Asia,0.5034,0.545457995031029
Batch 3 RCA after replay,vector_only,external_geo_t004,external_geo_kgqa,External Geo KGQA,Canada,CAPITAL_CONTINENT,North America,North America,vector_only_unverified,True,False,retrieved:Canada-CAPITAL_CONTINENT-North America,0.4941,0.5392919993028045
Batch 3 RCA after replay,vector_only,external_geo_t005,external_geo_kgqa,External Geo KGQA,Brazil,CAPITAL_CONTINENT,South America,South America,vector_only_unverified,True,False,retrieved:Brazil-CAPITAL_CONTINENT-South America,0.5073,0.5486249865498394
Batch 3 RCA after replay,vector_only,external_geo_t006,external_geo_kgqa,External Geo KGQA,Egypt,CAPITAL_CONTINENT,Africa,Africa,vector_only_unverified,True,False,retrieved:Egypt-CAPITAL_CONTINENT-Africa,0.5,0.5660419992636889
Batch 3 RCA after replay,vector_only,external_geo_t007,external_geo_kgqa,External Geo KGQA,Australia,CAPITAL_CONTINENT,Oceania,Oceania,vector_only_unverified,True,False,retrieved:Australia-CAPITAL_CONTINENT-Oceania,0.5112,0.5667079822160304
Batch 3 RCA after replay,vector_only,external_geo_t008,external_geo_kgqa,External Geo KGQA,United States,CAPITAL_CONTINENT,North America,North America,vector_only_unverified,True,False,retrieved:United States-CAPITAL_CONTINENT-North America,0.4854,0.5933750071562827
Batch 3 RCA after replay,vector_only,external_geo_t009,external_geo_kgqa,External Geo KGQA,Germany,CAPITAL_CONTINENT,Europe,Europe,vector_only_unverified,True,False,retrieved:Germany-CAPITAL_CONTINENT-Europe,0.4814,0.5725410010199994
Batch 3 RCA after replay,vector_only,external_geo_t010,external_geo_kgqa,External Geo KGQA,Kenya,CAPITAL_CONTINENT,Africa,Africa,vector_only_unverified,True,False,retrieved:Kenya-CAPITAL_CONTINENT-Africa,0.5112,0.5448339798022062
Batch 3 RCA after replay,vector_only,external_geo_t011,external_geo_kgqa,External Geo KGQA,Mexico,CAPITAL_CONTINENT,North America,North America,vector_only_unverified,True,False,retrieved:Mexico-CAPITAL_CONTINENT-North America,0.4946,0.5481250118464231
Batch 3 RCA after replay,vector_only,external_geo_t012,external_geo_kgqa,External Geo KGQA,Argentina,CAPITAL_CONTINENT,South America,South America,vector_only_unverified,True,False,retrieved:Argentina-CAPITAL_CONTINENT-South America,0.4946,0.5427910073194653
Batch 3 RCA after replay,vector_only,external_geo_t013,external_geo_kgqa,External Geo KGQA,South Korea,CAPITAL_CONTINENT,Asia,Asia,vector_only_unverified,True,False,retrieved:South Korea-CAPITAL_CONTINENT-Asia,0.5107,0.5415420164354146
Batch 3 RCA after replay,vector_only,external_geo_t014,external_geo_kgqa,External Geo KGQA,Italy,CAPITAL_CONTINENT,Europe,Europe,vector_only_unverified,True,False,retrieved:Italy-CAPITAL_CONTINENT-Europe,0.5283,0.5449589807540178
Batch 3 RCA after replay,vector_only,external_geo_t015,external_geo_kgqa,External Geo KGQA,Nigeria,CAPITAL_CONTINENT,Africa,Africa,vector_only_unverified,True,False,retrieved:Nigeria-CAPITAL_CONTINENT-Africa,0.5244,0.5398330104071647
Batch 3 RCA after replay,vector_only,math_t1,math,Batch 2 Math,math_problem_x_plus_2_eq_5,HAS_SOLUTION,x_equals_3,x_equals_3,vector_only_unverified,True,False,retrieved:math_problem_x_plus_2_eq_5-HAS_SOLUTION-x_equals_3,0.5181,0.5452500190585852
Batch 3 RCA after replay,vector_only,math_t2,math,Batch 2 Math,math_problem_2x_eq_10,HAS_SOLUTION,x_equals_5,x_equals_5,vector_only_unverified,True,False,retrieved:math_problem_2x_eq_10-HAS_SOLUTION-x_equals_5,0.5044,0.5434580089058727
Batch 3 RCA after replay,vector_only,math_t3,math,Batch 2 Math,math_problem_x_minus_4_eq_2,HAS_SOLUTION,x_equals_6,x_equals_6,vector_only_unverified,True,False,retrieved:math_problem_x_minus_4_eq_2-HAS_SOLUTION-x_equals_6,0.4844,0.5482910200953484
Batch 3 RCA after replay,vector_only,rca_t1,rca,Batch 3 RCA,incident_checkout_latency,HAS_ROOT_CAUSE,cause_database_bottleneck,cause_database_bottleneck,vector_only_unverified,True,False,retrieved:incident_checkout_latency-HAS_ROOT_CAUSE-cause_database_bottleneck,0.502,0.5452499899547547
Batch 3 RCA after replay,vector_only,rca_t2,rca,Batch 3 RCA,incident_api_errors,HAS_ROOT_CAUSE,cause_auth_service_degradation,cause_auth_service_degradation,vector_only_unverified,True,False,retrieved:incident_api_errors-HAS_ROOT_CAUSE-cause_auth_service_degradation,0.4858,0.5402909882832319
Batch 3 RCA after replay,vector_only,rca_t3,rca,Batch 3 RCA,incident_payment_failures,HAS_ROOT_CAUSE,cause_payment_gateway_outage,cause_payment_gateway_outage,vector_only_unverified,True,False,retrieved:incident_payment_failures-HAS_ROOT_CAUSE-cause_payment_gateway_outage,0.5005,0.5415840132627636
Batch 4 Forecast after replay,hybrid,external_geo_t001,external_geo_kgqa,External Geo KGQA,India,CAPITAL_CONTINENT,Asia,Asia,vector_retrieved_then_symbolically_verified,True,True,India --HAS_CAPITAL--> New Delhi; New Delhi --LOCATED_IN--> Asia,0.5171,1.2805410078726709
Batch 4 Forecast after replay,hybrid,external_geo_t002,external_geo_kgqa,External Geo KGQA,France,CAPITAL_CONTINENT,Europe,Europe,vector_retrieved_then_symbolically_verified,True,True,France --HAS_CAPITAL--> Paris; Paris --LOCATED_IN--> Europe,0.4951,0.7374170236289501
Batch 4 Forecast after replay,hybrid,external_geo_t003,external_geo_kgqa,External Geo KGQA,Japan,CAPITAL_CONTINENT,Asia,Asia,vector_retrieved_then_symbolically_verified,True,True,Japan --HAS_CAPITAL--> Tokyo; Tokyo --LOCATED_IN--> Asia,0.5034,0.6992499984335154
Batch 4 Forecast after replay,hybrid,external_geo_t004,external_geo_kgqa,External Geo KGQA,Canada,CAPITAL_CONTINENT,North America,North America,vector_retrieved_then_symbolically_verified,True,True,Canada --HAS_CAPITAL--> Ottawa; Ottawa --LOCATED_IN--> North America,0.4941,0.6677079945802689
Batch 4 Forecast after replay,hybrid,external_geo_t005,external_geo_kgqa,External Geo KGQA,Brazil,CAPITAL_CONTINENT,South America,South America,vector_retrieved_then_symbolically_verified,True,True,Brazil --HAS_CAPITAL--> Brasilia; Brasilia --LOCATED_IN--> South America,0.5073,0.6626250105910003
Batch 4 Forecast after replay,hybrid,external_geo_t006,external_geo_kgqa,External Geo KGQA,Egypt,CAPITAL_CONTINENT,Africa,Africa,vector_retrieved_then_symbolically_verified,True,True,Egypt --HAS_CAPITAL--> Cairo; Cairo --LOCATED_IN--> Africa,0.5,0.659458979498595
Batch 4 Forecast after replay,hybrid,external_geo_t007,external_geo_kgqa,External Geo KGQA,Australia,CAPITAL_CONTINENT,Oceania,Oceania,vector_retrieved_then_symbolically_verified,True,True,Australia --HAS_CAPITAL--> Canberra; Canberra --LOCATED_IN--> Oceania,0.5112,0.6263749965000898
Batch 4 Forecast after replay,hybrid,external_geo_t008,external_geo_kgqa,External Geo KGQA,United States,CAPITAL_CONTINENT,North America,North America,vector_retrieved_then_symbolically_verified,True,True,United States --HAS_CAPITAL--> Washington DC; Washington DC --LOCATED_IN--> North America,0.4854,0.6201250071171671
Batch 4 Forecast after replay,hybrid,external_geo_t009,external_geo_kgqa,External Geo KGQA,Germany,CAPITAL_CONTINENT,Europe,Europe,vector_retrieved_then_symbolically_verified,True,True,Germany --HAS_CAPITAL--> Berlin; Berlin --LOCATED_IN--> Europe,0.4814,0.6279170047491789
Batch 4 Forecast after replay,hybrid,external_geo_t010,external_geo_kgqa,External Geo KGQA,Kenya,CAPITAL_CONTINENT,Africa,Africa,vector_retrieved_then_symbolically_verified,True,True,Kenya --HAS_CAPITAL--> Nairobi; Nairobi --LOCATED_IN--> Africa,0.5112,0.6304589915089309
Batch 4 Forecast after replay,hybrid,external_geo_t011,external_geo_kgqa,External Geo KGQA,Mexico,CAPITAL_CONTINENT,North America,North America,vector_retrieved_then_symbolically_verified,True,True,Mexico --HAS_CAPITAL--> Mexico City; Mexico City --LOCATED_IN--> North America,0.4946,0.6243750103749335
Batch 4 Forecast after replay,hybrid,external_geo_t012,external_geo_kgqa,External Geo KGQA,Argentina,CAPITAL_CONTINENT,South America,South America,vector_retrieved_then_symbolically_verified,True,True,Argentina --HAS_CAPITAL--> Buenos Aires; Buenos Aires --LOCATED_IN--> South America,0.4946,0.6270830053836107
Batch 4 Forecast after replay,hybrid,external_geo_t013,external_geo_kgqa,External Geo KGQA,South Korea,CAPITAL_CONTINENT,Asia,Asia,vector_retrieved_then_symbolically_verified,True,True,South Korea --HAS_CAPITAL--> Seoul; Seoul --LOCATED_IN--> Asia,0.5107,0.6417080003302544
Batch 4 Forecast after replay,hybrid,external_geo_t014,external_geo_kgqa,External Geo KGQA,Italy,CAPITAL_CONTINENT,Europe,Europe,vector_retrieved_then_symbolically_verified,True,True,Italy --HAS_CAPITAL--> Rome; Rome --LOCATED_IN--> Europe,0.5283,0.6197500042617321
Batch 4 Forecast after replay,hybrid,external_geo_t015,external_geo_kgqa,External Geo KGQA,Nigeria,CAPITAL_CONTINENT,Africa,Africa,vector_retrieved_then_symbolically_verified,True,True,Nigeria --HAS_CAPITAL--> Abuja; Abuja --LOCATED_IN--> Africa,0.5244,0.6204580131452531
Batch 4 Forecast after replay,hybrid,math_t1,math,Batch 2 Math,math_problem_x_plus_2_eq_5,HAS_SOLUTION,x_equals_3,x_equals_3,vector_retrieved_then_symbolically_verified,True,True,math_problem_x_plus_2_eq_5 --HAS_EQUATION--> equation_x_plus_2_eq_5; equation_x_plus_2_eq_5 --EQUATION_SOLVES_TO--> x_equals_3,0.5181,0.6222919910214841
Batch 4 Forecast after replay,hybrid,math_t2,math,Batch 2 Math,math_problem_2x_eq_10,HAS_SOLUTION,x_equals_5,x_equals_5,vector_retrieved_then_symbolically_verified,True,True,math_problem_2x_eq_10 --HAS_EQUATION--> equation_2x_eq_10; equation_2x_eq_10 --EQUATION_SOLVES_TO--> x_equals_5,0.5044,0.6234580068849027
Batch 4 Forecast after replay,hybrid,math_t3,math,Batch 2 Math,math_problem_x_minus_4_eq_2,HAS_SOLUTION,x_equals_6,x_equals_6,vector_retrieved_then_symbolically_verified,True,True,math_problem_x_minus_4_eq_2 --HAS_EQUATION--> equation_x_minus_4_eq_2; equation_x_minus_4_eq_2 --EQUATION_SOLVES_TO--> x_equals_6,0.4844,0.6229169957805425
Batch 4 Forecast after replay,hybrid,rca_t1,rca,Batch 3 RCA,incident_checkout_latency,HAS_ROOT_CAUSE,cause_database_bottleneck,cause_database_bottleneck,vector_retrieved_then_symbolically_verified,True,True,incident_checkout_latency --HAS_SIGNAL--> signal_db_cpu_spike; signal_db_cpu_spike --SIGNAL_POINTS_TO--> cause_database_bottleneck,0.502,0.6201669748406857
Batch 4 Forecast after replay,hybrid,rca_t2,rca,Batch 3 RCA,incident_api_errors,HAS_ROOT_CAUSE,cause_auth_service_degradation,cause_auth_service_degradation,vector_retrieved_then_symbolically_verified,True,True,incident_api_errors --HAS_SIGNAL--> signal_auth_timeout; signal_auth_timeout --SIGNAL_POINTS_TO--> cause_auth_service_degradation,0.4858,0.6186660029925406
Batch 4 Forecast after replay,hybrid,rca_t3,rca,Batch 3 RCA,incident_payment_failures,HAS_ROOT_CAUSE,cause_payment_gateway_outage,cause_payment_gateway_outage,vector_retrieved_then_symbolically_verified,True,True,incident_payment_failures --HAS_SIGNAL--> signal_gateway_5xx; signal_gateway_5xx --SIGNAL_POINTS_TO--> cause_payment_gateway_outage,0.5005,0.633834017207846
Batch 4 Forecast after replay,hybrid,forecast_t1,forecast,Batch 4 Forecast,forecast_case_churn_q3,FORECAST_RISK,risk_high_churn,risk_high_churn,vector_retrieved_then_symbolically_verified,True,True,forecast_case_churn_q3 --HAS_TREND--> trend_usage_drop; trend_usage_drop --TREND_IMPLIES_RISK--> risk_high_churn,0.4902,0.6447500200010836
Batch 4 Forecast after replay,hybrid,forecast_t2,forecast,Batch 4 Forecast,forecast_case_inventory,FORECAST_RISK,risk_stockout,risk_stockout,vector_retrieved_then_symbolically_verified,True,True,forecast_case_inventory --HAS_TREND--> trend_demand_spike; trend_demand_spike --TREND_IMPLIES_RISK--> risk_stockout,0.4775,0.6299170199781656
Batch 4 Forecast after replay,hybrid,forecast_t3,forecast,Batch 4 Forecast,forecast_case_fraud,FORECAST_RISK,risk_fraud_escalation,risk_fraud_escalation,vector_retrieved_then_symbolically_verified,True,True,forecast_case_fraud --HAS_TREND--> trend_anomaly_spike; trend_anomaly_spike --TREND_IMPLIES_RISK--> risk_fraud_escalation,0.4854,0.6193750014062971
Batch 4 Forecast after replay,graph_only,external_geo_t001,external_geo_kgqa,External Geo KGQA,India,CAPITAL_CONTINENT,Asia,Asia,graph_only,True,True,India --HAS_CAPITAL--> New Delhi; New Delhi --LOCATED_IN--> Asia,0.0,0.00899998121894896
Batch 4 Forecast after replay,graph_only,external_geo_t002,external_geo_kgqa,External Geo KGQA,France,CAPITAL_CONTINENT,Europe,Europe,graph_only,True,True,France --HAS_CAPITAL--> Paris; Paris --LOCATED_IN--> Europe,0.0,0.006083020707592368
Batch 4 Forecast after replay,graph_only,external_geo_t003,external_geo_kgqa,External Geo KGQA,Japan,CAPITAL_CONTINENT,Asia,Asia,graph_only,True,True,Japan --HAS_CAPITAL--> Tokyo; Tokyo --LOCATED_IN--> Asia,0.0,0.005082983989268541
Batch 4 Forecast after replay,graph_only,external_geo_t004,external_geo_kgqa,External Geo KGQA,Canada,CAPITAL_CONTINENT,North America,North America,graph_only,True,True,Canada --HAS_CAPITAL--> Ottawa; Ottawa --LOCATED_IN--> North America,0.0,0.004875008016824722
Batch 4 Forecast after replay,graph_only,external_geo_t005,external_geo_kgqa,External Geo KGQA,Brazil,CAPITAL_CONTINENT,South America,South America,graph_only,True,True,Brazil --HAS_CAPITAL--> Brasilia; Brasilia --LOCATED_IN--> South America,0.0,0.0046670029405504465
Batch 4 Forecast after replay,graph_only,external_geo_t006,external_geo_kgqa,External Geo KGQA,Egypt,CAPITAL_CONTINENT,Africa,Africa,graph_only,True,True,Egypt --HAS_CAPITAL--> Cairo; Cairo --LOCATED_IN--> Africa,0.0,0.004750007065013051
